nquest,ar,af,w,bollette,cn,cd,c,ncomp,acom5,pesofit,y,cly,nfigli,figli_etamedia,nfigli_maschi,singleparent,singlemom,madre_lavora,padre_lavora,padre_eta,madre_eta,macroarea,madre_laurea,padre_laurea,padre_servizi,padre_industria,madre_servizi,madre_industria
635346,693100,25000,711600,,32500,0,32500,3,2,1.894267,62222.461,10,1,19,1,0,,1,1,53,57,nord,0,0,1,0,0,1
636237,130000,0,130000,,29570,0,29570,4,2,5.8616371,27670,6,2,23.5,1,0,,0,1,45,44,sud,0,0,1,0,,
636305,8000,4600,12600,,47600,1800,49400,4,2,2.2021847,55616.859,9,2,26.5,2,0,,0,1,54,55,nord,0,0,0,1,,
638339,10000,124344.62,134344.61,,18730,0,18730,2,2,2.0191565,39235.523,8,0,,0,0,,1,1,63,62,nord,0,0,0,1,1,0
638395,360000,50000,410000,,42200,0,42200,4,4,.99638873,60683.266,10,2,18.5,0,0,,1,1,53,49,nord,1,1,1,0,1,0
639331,260000,35887.98,295887.97,3500,30000,1200,31200,4,2,1.9858167,85440.211,10,3,30.333334,3,1,1,1,,,54,nord,0,,,,0,1
639502,275000,67500,266000,,17500,0,17500,2,2,1.9643816,64736.242,10,0,,0,1,0,,1,45,,nord,,0,1,0,,
639924,305000,1365.1094,302185.25,,28100,1500,29600,6,3,.68384176,25505.004,6,4,20.25,1,0,,0,1,53,48,sud,0,0,1,0,,
639971,84000,18500,102500,,29600,0,29600,5,3,2.2974188,32267.809,7,3,18.666666,1,0,,0,1,47,47,sud,0,0,1,0,,
640212,166000,44500,210500,,24400,800,25200,3,4,.32529113,46789.484,9,1,20,0,0,,1,1,57,54,centro,0,0,0,1,0,1
640821,510000,57000,567000,,56200,24000,80200,4,4,1.0113599,130016.73,10,2,17.5,1,0,,1,1,58,51,nord,1,1,1,0,1,0
640864,37500,100,17600,,15400,0,15400,4,4,1.8837249,12808.664,2,2,17.5,0,0,,0,1,54,41,nord,0,0,0,1,,
648534,302000,0,302000,1500,15600,0,15600,3,4,.38686344,25200,6,1,30,1,0,,0,1,62,58,sud,0,0,0,1,,
649054,224000,23000,247000,3000,20800,1500,22300,4,1,2.8520322,32484.301,7,2,12,1,0,,1,1,50,40,nord,0,0,0,1,0,1
649089,153000,6500,159500,400,17300,300,17600,5,1,2.5841484,38983.824,8,3,15,2,0,,0,1,52,48,nord,0,0,0,1,,
650027,31000,2000,33000,,21300,0,21300,1,4,.52124429,36307.332,8,0,,0,1,0,,1,61,,nord,,0,1,0,,
670485,485000,0,485000,1950,7800,0,7800,2,1,2.0099709,11600,2,0,,0,0,,1,1,62,57,sud,0,0,0,1,0,1
670711,320100,8494.8193,328594.81,,30000,0,30000,3,4,.72953975,36981.137,8,1,9,0,0,,1,0,53,55,nord,0,0,,,1,0
670857,251000,3000,254000,,18500,0,18500,5,4,.3531847,20410.996,4,3,14.333333,3,0,,0,1,47,43,sud,0,0,0,1,,
671136,151500,8500,159400,1200,15600,0,15600,3,5,1.1410645,18431.154,4,1,11,1,0,,0,1,56,48,sud,0,0,1,0,,
671152,400300,21001,136301,4000,20753.447,0,20753.447,4,1,5.8616371,59933.496,10,2,8.5,1,0,,1,1,50,48,nord,0,1,1,0,1,0
671206,390000,21500,406500,,31000,0,31000,4,4,.67187136,60913.848,10,2,8.5,0,0,,1,1,51,47,centro,0,1,1,0,1,0
671362,1000,6530,4030,,29400,7000,36400,1,4,.63064599,36401.223,8,0,,0,1,1,1,,,61,centro,1,,,,1,0
671480,3000,5005,8005,,19300,0,19300,4,5,3.8142667,23018.346,5,2,13.5,2,0,,0,1,47,46,nord,0,0,1,0,,
671520,170000,35000,200000,2800,25800,0,25800,3,1,.73904783,30320.43,7,1,16,1,0,,0,1,52,54,centro,0,0,0,1,,
671698,80000,26000,106000,,34420,0,34420,3,2,1.7304347,39635.297,8,0,,0,0,,0,1,47,49,centro,0,0,0,1,,
671733,170500,10000,180500,,28200,2000,30200,3,4,.30433387,34336.652,7,1,22,1,0,,1,1,55,51,sud,0,0,1,0,1,0
671841,200500,236500,437000,,30140,15000,45140,3,4,.87498438,89297.273,10,1,16,0,0,,1,1,51,47,centro,0,1,0,1,1,0
671893,3500,1700,4600,,28760,0,28760,4,3,.41681999,27106.23,6,2,12,2,0,,1,1,46,41,nord,0,0,0,1,0,1
671909,74000,46490.152,120490.15,,32100,900,33000,2,1,3.9251406,37127.926,8,0,,0,0,,1,1,50,47,nord,0,0,0,1,0,1
672142,500,0,-5500,2000,15600,8000,23600,2,4,.61574334,19600,4,0,,0,0,,0,1,54,51,sud,0,0,1,0,,
672417,226000,20000,222000,3600,18600,0,18600,3,4,.66983873,30843.262,7,1,3,1,0,,1,1,42,41,nord,0,0,0,1,1,0
672580,101000,4818.7251,105818.73,,17100,0,17100,2,1,2.1012912,21417.662,5,0,,0,0,,0,1,57,54,sud,0,0,1,0,,
673145,127000,37000,131000,2500,24250,0,24250,4,3,.88357705,40446.816,8,2,12.5,1,0,,1,1,46,45,nord,0,0,1,0,0,1
673451,305000,361000,666000,3000,56400,18000,74400,3,4,.69456959,74790.18,10,1,37,1,0,,1,0,64,62,centro,1,0,,,1,0
673452,80000,5000,47000,,24800,20000,44800,3,4,1.1146338,27518.326,6,1,11,0,0,,1,1,49,34,centro,1,0,1,0,1,0
673454,425000,20500,445500,,75000,0,75000,4,4,.84431535,131475.14,10,2,14,1,0,,1,1,51,49,centro,1,1,1,0,1,0
673467,75000,5000,80000,2500,15600,0,15600,3,4,.86486018,24018.326,5,1,14,0,0,,0,1,50,50,sud,0,0,1,0,,
673540,100000,7865.9795,77865.977,,27000,1000,28000,2,4,1.4541793,20591.277,4,1,24,0,1,0,,1,61,,nord,,0,1,0,,
673748,80000,27000,107000,,18300,0,18300,3,2,2.8647802,45968.559,9,1,29,1,0,,1,1,55,51,nord,0,0,1,0,0,1
673882,201000,2000,203000,1000,26400,0,26400,4,3,.37015805,47107.332,9,2,18.5,1,0,,1,1,47,46,nord,0,0,0,1,1,0
674105,5000,1700,6700,1500,10836,-500,10336,2,2,1.9199817,16006.231,3,0,,0,0,,1,0,56,54,nord,0,0,,,1,0
674106,132000,7000,139000,,23000,0,23000,1,2,1.9920757,20525.656,4,0,,0,1,1,1,,,53,nord,0,,,,1,0
674226,560000,1753276.9,2313276.8,1500,49200,0,49200,4,4,.3197245,82626.25,10,2,18,2,0,,1,1,55,46,sud,0,0,1,0,1,0
674239,178000,4356.04,104356.04,1000,16800,0,16800,2,4,.54840583,44118.324,9,0,,0,0,,1,1,57,58,sud,1,1,1,0,1,0
674272,800000,237000,1037000,1000,43800,1500,45300,3,3,.40928683,194630.09,10,1,13,1,0,,0,1,48,45,nord,0,1,1,0,,
674281,1000,0,1000,,21700,500,22200,3,3,.18602671,20131,4,1,29,0,0,,1,0,62,57,sud,0,0,,,1,0
674361,225000,46000,271000,,26600,0,26600,2,4,.51569611,40890.586,8,0,,0,0,,1,0,65,63,centro,0,0,,,1,0
674379,56500,5000,61500,2800,15588,0,15588,5,3,2.8739545,18506.326,4,3,12.666667,1,0,,0,1,44,44,sud,0,0,0,1,,
674613,520000,55000,575000,3000,43000,0,43000,3,4,.51122308,77284.641,10,1,26,0,0,,1,1,56,55,sud,0,0,0,1,1,0
674686,760500,30000,790500,,48500,0,48500,4,1,1.3282255,85340.539,10,1,37,1,0,,0,1,65,61,nord,0,0,0,1,,
674815,654500,8800,663300,1250,18700,300,19000,2,1,2.5239456,47152.254,9,0,,0,0,,1,1,64,57,nord,0,0,0,1,1,0
674817,203000,55800.434,258800.44,4000,32400,0,32400,2,4,1.0451908,45192.273,9,0,,0,0,,1,0,66,62,centro,0,0,,,1,0
674842,80000,6738.6211,86738.625,,35400,0,35400,4,1,2.3980167,36224.699,8,2,17,0,0,,1,1,46,43,nord,0,0,0,1,1,0
674868,285000,20000,305000,,26300,0,26300,5,2,2.3214839,27268.594,6,3,14.333333,2,0,,1,1,49,43,nord,0,0,0,1,0,1
674869,304000,18400,322400,700,25200,2000,27200,4,2,1.8562905,55763.609,9,2,17.5,1,0,,1,1,46,44,nord,0,0,1,0,1,0
674970,61500,1000,62500,1100,14400,0,14400,3,1,1.9865443,15103.665,3,1,40,0,0,,0,1,63,60,sud,0,0,0,1,,
674974,77000,901.71936,76901.719,1200,15600,400,16000,2,1,1.3357043,14313.305,2,0,,0,0,,0,1,63,58,sud,0,0,0,0,,
675132,513250,20000,525250,2600,27900,0,27900,3,2,4.9130249,44723.305,9,1,27,1,0,,1,0,65,56,nord,0,0,,,1,0
675265,1000,10000,-4000,2500,31200,0,31200,4,1,1.3282255,51836.652,9,1,33,1,0,,0,1,64,60,nord,0,0,0,1,,
675280,355000,90000,445000,,35000,0,35000,4,1,2.6355321,43329.875,8,2,18.5,2,0,,0,1,52,49,centro,0,0,1,0,,
675334,106000,2951.9746,93951.977,1400,20900,1500,22400,4,1,2.3178418,24510.82,5,2,12,0,0,,0,1,53,44,sud,1,0,1,0,,
675656,55000,60000,115000,3000,15600,0,15600,3,3,.51873815,38473.031,8,0,,0,1,1,1,,,48,nord,0,,,,0,1
675801,772000,40000,802000,5000,27600,500,28100,4,4,.67499965,56146.609,10,2,23,1,0,,1,1,54,53,centro,0,0,0,1,0,1
675905,962500,6074.3818,888574.38,1700,18000,0,18000,3,3,1.8182046,38255.453,8,1,18,1,0,,1,1,47,48,nord,0,0,0,1,0,1
676000,715000,11510.679,726510.69,,66400,0,66400,3,5,1.0670065,82042.188,10,1,21,0,0,,1,1,63,56,nord,1,1,1,0,1,0
676304,0,0,0,,15100,0,15100,2,1,1.8856082,13650,2,0,,0,1,1,1,,,53,sud,0,,,,1,0
676359,500,1437.2947,1937.2947,,14900,0,14900,1,1,2.1842911,12505.269,2,0,,0,1,0,,1,51,,nord,,0,0,1,,
676851,300,10488.34,10788.34,,10840,0,10840,2,1,.55025148,16038.442,3,0,,0,0,,0,1,64,63,sud,0,0,1,0,,
676981,401000,122613.86,523613.84,5000,37720,0,37720,5,4,.76980126,86369.414,10,3,30.666666,2,0,,1,1,62,62,sud,0,0,1,0,1,0
677112,552000,62826.531,614826.56,3000,20900,700,21600,1,3,.62124532,30145.912,7,0,,0,1,1,1,,,60,centro,1,,,,1,0
677176,555000,5275.1387,560275.13,4000,25200,0,25200,4,1,2.4414608,93219.336,10,2,30.5,2,0,,1,1,58,52,nord,0,0,1,0,1,0
677277,1000,74552.672,75552.672,600,19236,0,19236,2,3,.56932724,40883.258,8,0,,0,0,,1,0,60,57,nord,0,0,,,1,0
677280,131020,304356.78,435376.78,,26776,0,26776,2,3,1.4871447,78144.18,10,0,,0,0,,1,1,49,47,nord,1,1,1,0,1,0
677386,2000,17000,19000,2000,33000,0,33000,2,1,3.283747,35362.309,7,0,,0,0,,1,1,54,50,centro,0,0,1,0,1,0
677489,132000,7482.4224,139482.42,,18900,0,18900,1,1,.81966996,26227.426,6,0,,0,1,1,1,,,61,sud,0,,,,1,0
677655,210000,216776.5,411776.5,3000,30000,0,30000,2,4,.35119113,37138.398,8,0,,0,0,,1,1,57,58,nord,0,0,1,0,1,0
677775,1000,0,1000,3600,22800,0,22800,4,4,.54089022,16000,3,2,16.5,0,0,,1,1,48,42,sud,0,0,1,0,0,1
677881,183900,108000,291900,,25430,0,25430,1,5,1.2536937,31334.432,7,0,,0,1,1,1,,,53,nord,1,,,,1,0
677964,150000,0,150000,3050,19200,0,19200,3,2,1.1383783,28150,6,1,43,0,0,,0,0,62,64,nord,0,0,,,,
677988,103000,6160.0171,109160.02,,14800,0,14800,2,1,3.8039224,45621.105,9,0,,0,0,,1,1,45,39,nord,0,0,0,1,1,0
678160,171500,20839.242,189339.25,,26300,800,27100,3,3,.43172166,34058.055,7,1,11,0,0,,1,1,51,48,sud,1,0,1,0,1,0
680144,85000,0,83800,2800,21100,2500,23600,2,3,.29280671,33100,7,0,,0,0,,1,0,64,55,nord,0,0,,,1,0
680244,302000,11286.855,161286.86,3000,31200,0,31200,4,3,1.9794264,50053.602,9,2,10,1,0,,0,1,48,42,nord,0,0,1,0,,
680274,3615000,15590.843,3623963.3,,35400,0,35400,5,3,.80944771,112248.41,10,3,17,0,0,,1,1,49,49,nord,0,0,1,0,1,0
680498,205000,73000,278000,,36400,5500,41900,4,3,.61155367,57507.566,10,2,21,1,0,,0,1,53,50,nord,0,0,0,1,,
680537,201000,5083.563,206083.56,,35600,0,35600,4,2,3.5520618,38418.633,8,2,14.5,2,0,,1,1,49,41,nord,0,0,1,0,1,0
680587,203000,22894.094,225894.09,2000,28050,2000,30050,4,4,1.0562863,36533.914,8,2,12.5,2,0,,0,1,48,45,sud,0,0,1,0,,
680601,192000,28963.654,220963.66,,27500,0,27500,3,4,1.0829979,67501.445,10,1,10,1,0,,1,1,46,47,nord,1,1,1,0,1,0
680732,202000,64000,266000,,58800,700,59500,3,3,1.1053816,72734.578,10,2,34.5,1,1,1,0,,,65,nord,0,,,,,
680870,100500,800,82300,3200,40700,10000,50700,5,2,5.8616371,54102.934,9,3,17.666666,3,0,,1,1,52,48,nord,0,0,0,1,1,0
680914,70000,16839.121,86839.125,,24300,0,24300,3,1,3.5966163,33666.25,7,1,16,0,0,,0,1,51,55,nord,0,0,1,0,,
680938,150100,0,150100,1200,8400,0,8400,4,3,.53808761,8500,1,2,18,1,0,,1,0,51,48,sud,0,0,,,0,0
680981,115000,59000,174000,2500,31100,3800,34900,4,3,.94649142,46482.707,9,2,6.5,0,0,,1,1,42,41,nord,0,0,0,1,0,1
680982,5000,5194.2427,10194.243,2500,20280,5000,25280,2,3,.93674564,23019.039,5,1,24,1,1,1,1,,,50,nord,0,,,,1,0
681329,0,0,0,,17200,0,17200,4,1,4.7850561,13300,2,3,18.333334,1,1,1,1,,,47,sud,0,,,,0,1
681380,110000,0,110000,,9000,0,9000,2,1,3.8620496,30200,7,0,,0,0,,0,1,59,59,nord,0,0,1,0,,
681394,243500,15500,109000,,30620,0,30620,4,4,1.0082043,36850.977,8,2,8,1,0,,1,1,45,42,centro,0,0,1,0,1,0
681403,1000,0,-1000,1000,11580,0,11580,3,5,1.7289901,8445,1,1,11,1,0,,0,1,32,28,sud,0,0,0,0,,
681477,70000,1800,35800,1860,12350,0,12350,3,4,1.2619445,29611.533,7,1,27,0,0,,0,1,56,56,sud,0,0,1,0,,
681520,500,5800,-8200,,17796,0,17796,4,4,.52646202,15621.259,3,2,7.5,2,0,,0,1,37,35,sud,0,0,1,0,,
681640,203000,20448,223448,1800,24600,19000,43600,1,5,1.3307611,27169.041,6,0,,0,1,0,,1,30,,nord,,0,0,1,,
681673,127500,6988.2451,134488.25,1400,23600,800,24400,2,1,2.5045228,29385.613,7,0,,0,1,0,,1,46,,sud,,0,1,0,,
681713,805000,25566.971,823132.94,,44900,1000,45900,4,3,1.0652999,47086.199,9,2,22.5,2,0,,0,1,60,57,nord,0,1,1,0,,
681790,120900,2000,122900,,25500,1000,26500,3,3,.46207929,24707.33,5,1,37,0,0,,0,1,65,59,sud,0,0,1,0,,
681822,101000,15540.956,116540.95,,18660,0,18660,4,4,.70822328,26456.963,6,2,6.5,1,0,,0,1,47,42,sud,0,0,1,0,,
681844,85500,10000,95500,500,23050,10000,33050,4,3,.3540625,57086.652,10,2,15,2,0,,1,1,52,50,nord,0,0,1,0,1,0
682170,535000,34317.34,569317.31,,54400,0,54400,2,3,.31744719,49332.574,9,0,,0,0,,1,1,65,63,nord,1,0,1,0,1,0
682204,281500,16000,297500,3000,15150,0,15150,4,4,.44639444,29608.645,7,2,16.5,1,0,,0,1,51,46,sud,0,0,0,1,,
682272,106000,6000,112000,1500,12025,0,12025,5,1,4.8204522,38946.992,8,3,20.666666,2,0,,1,1,50,48,nord,0,0,0,1,1,0
682298,0,1475.1779,1475.1779,,26600,0,26600,5,4,1.3147476,24005.406,5,3,11.666667,1,0,,1,1,41,46,nord,0,1,1,0,1,0
682359,250000,2730.4182,252730.42,,13800,0,13800,4,1,3.7949662,28010.008,6,2,18.5,1,0,,0,1,55,45,sud,0,0,1,0,,
682408,331500,62058.223,393558.22,,35300,1200,36500,3,4,.56719446,30609.188,7,1,6,0,0,,0,1,43,37,centro,0,0,1,0,,
682496,100000,0,100000,,19800,0,19800,2,3,.49383616,18180,4,0,,0,1,0,,1,61,,centro,,0,0,1,,
682704,120000,4821.7192,124821.72,,30000,2000,32000,3,1,2.3857307,42017.672,8,1,30,0,0,,1,1,61,53,sud,0,0,1,0,1,0
682791,955000,186715.78,1141715.8,8000,54800,0,54800,4,4,.9299776,118885.13,10,2,27.5,2,0,,0,1,62,57,sud,0,1,1,0,,
682812,741000,2000,742500,3000,24600,0,24600,2,4,1.1531866,44307.332,9,0,,0,0,,0,1,64,64,centro,0,0,1,0,,
682897,301000,11781.832,312781.84,,22700,0,22700,4,2,.68311864,67617.523,10,2,21.5,2,0,,1,1,62,53,centro,0,0,0,1,1,0
682900,168000,3778.2471,171778.25,2600,21600,0,21600,3,2,.66117376,38834.801,8,2,24,1,1,1,1,,,54,centro,0,,,,1,0
682918,170000,70000,237000,2500,22800,0,22800,3,2,1.0495178,35025.859,7,1,24,1,0,,0,1,58,54,centro,0,0,0,1,,
683033,310000,127000,327000,3000,30600,2000,32600,4,3,.34023523,56987.617,10,2,16.5,1,0,,1,1,50,49,nord,0,0,1,0,1,0
683034,202000,30000,232000,,25500,28000,53500,3,3,.45835325,62699.957,10,2,29.5,2,1,1,1,,,57,nord,0,,,,0,1
683119,203000,27000,230000,,37800,0,37800,3,3,.69933528,39492.68,8,1,15,0,0,,1,1,47,47,nord,0,0,0,1,1,0
683120,5000,45000,50000,2000,30000,0,30000,2,3,.72745806,27646.938,6,1,24,1,1,1,1,,,60,nord,0,,,,1,0
683164,225000,570.32715,90570.328,2000,24700,0,24700,5,2,3.6140711,45378.949,9,3,6.6666665,1,0,,1,1,50,38,nord,1,0,1,0,1,0
683171,158000,34038.695,192038.7,1700,31900,1500,33400,3,5,1.2442393,51024.762,9,1,32,1,0,,1,1,64,62,sud,0,0,1,0,1,0
683177,132500,25113.398,157613.41,1600,19200,0,19200,3,4,.34170762,38142.047,8,1,26,1,0,,0,0,69,60,sud,0,0,,,,
683247,123000,6000,126500,2500,19800,0,19800,5,2,5.0929089,22221.992,5,3,28.333334,3,0,,0,1,62,60,sud,0,0,1,0,,
683249,320000,112697.07,432697.06,,42000,3000,45000,5,2,4.3105445,52013.066,9,3,23.333334,1,0,,1,1,53,49,sud,0,0,1,0,1,0
683349,503000,2000,196000,6000,49500,0,49500,6,3,.62504679,68869.344,10,4,14.25,3,0,,1,1,50,43,nord,0,1,1,0,1,0
683352,152000,2911.6003,74911.602,2500,30000,0,30000,4,3,.60380554,29843.861,7,2,25,2,0,,0,1,52,48,nord,0,0,0,1,,
683373,561000,3000,545000,300,12600,0,12600,4,1,3.1484306,34699.73,7,2,14,0,0,,1,1,46,54,sud,1,0,1,0,1,0
683377,600000,839.45453,267499.47,,99480,0,99480,6,4,1.1812263,58756.793,10,4,14.75,2,0,,1,1,47,45,sud,1,0,1,0,1,0
683437,260000,2000,262000,4000,12000,0,12000,1,4,.46500736,13007.33,2,0,,0,1,1,1,,,56,centro,0,,,,1,0
683469,200000,25000,121000,3000,18000,0,18000,2,2,1.6688732,47600,9,0,,0,0,,1,1,64,34,nord,0,0,1,0,0,1
683472,455000,20623.059,471373.06,4200,31800,300,32100,4,2,1.6343716,40234.418,8,2,21.5,1,0,,1,1,58,54,nord,0,0,1,0,1,0
683611,102000,1552.572,103552.57,,10350,0,10350,3,4,2.218646,10805.69,2,1,7,0,0,,1,0,35,31,sud,0,0,,,1,0
683661,275000,4000,279000,,21600,0,21600,2,5,.36949998,37214.66,8,0,,0,0,,0,1,65,61,sud,0,0,1,0,,
683664,205000,51600.215,256600.22,,62000,2500,64500,2,5,.85760522,63599.465,10,0,,0,0,,1,1,61,57,sud,0,1,1,0,1,0
683665,78000,1874.1716,79874.172,1500,28800,1000,29800,3,5,.80505472,26806.869,6,1,30,1,0,,0,1,58,56,sud,0,0,1,0,,
683669,25000,0,25000,1600,19560,0,19560,4,4,.42204711,24500,5,2,25.5,0,0,,1,1,62,56,sud,1,0,1,0,1,0
683675,53000,0,53000,,24560,0,24560,3,1,.70564985,30118,7,1,42,1,0,,0,0,66,63,sud,0,0,,,,
683782,300,1651.2748,1951.2748,,5200,0,5200,2,4,.28197828,3006.0525,1,0,,0,0,,0,1,54,53,sud,0,0,1,0,,
683861,5000,200,-2800,2100,21000,0,21000,4,4,.48125592,18900.732,4,3,18.666666,1,1,1,0,,,48,sud,0,,,,,
683991,625000,0,625000,4000,27600,0,27600,3,4,.31423256,29200,6,1,12,1,0,,1,0,62,54,sud,0,0,,,1,0
684000,1000,2482.1768,-2117.8232,1540,9300,9000,18300,4,4,1.0359262,18009.098,3,2,22.5,2,0,,0,1,51,52,sud,0,0,0,1,,
684063,252000,7000,259000,2200,26100,0,26100,2,5,2.0750377,33514.656,7,0,,0,0,,0,1,64,61,sud,0,0,1,0,,
684064,1000,1358.7675,2358.7673,900,15000,0,15000,2,4,1.8796542,14504.98,2,1,26,0,1,1,1,,,52,nord,0,,,,1,0
684259,5000,551.69458,5551.6948,110,21600,0,21600,4,4,.33419847,28202.021,6,2,13,1,0,,0,1,54,51,sud,0,0,1,0,,
684279,102000,489.73465,102489.73,1800,14400,0,14400,1,1,1.7350154,13301.795,2,0,,0,1,1,1,,,60,nord,0,,,,0,1
684280,1000,4034.9014,5034.9014,,16896,0,16896,2,1,1.7660384,26514.789,6,1,45,0,1,1,0,,,65,nord,0,,,,,
684326,315000,74000,388900,,48900,700,49600,4,5,3.7251329,63118.824,10,2,11,1,0,,1,1,45,43,nord,0,0,1,0,1,0
684328,5000,149573.17,152923.17,1500,40600,2900,43500,3,2,2.7352026,42202.563,8,1,17,1,0,,0,1,52,51,nord,0,0,0,1,,
684407,275000,90615.867,349615.88,3000,55400,1500,56900,4,5,1.5131397,67194.969,10,2,15.5,1,0,,0,1,52,44,sud,1,0,1,0,,
684423,102000,4033.4287,106033.43,,41800,0,41800,3,5,.89646667,40014.785,8,1,20,1,0,,1,1,61,55,nord,0,0,1,0,1,0
684437,1500,33356.457,34856.457,1100,15000,400,15400,1,2,2.129436,18322.262,4,0,,0,1,1,1,,,56,centro,0,,,,0,1
684507,374000,68601.164,442601.16,,67100,2300,69400,4,3,.69891852,59551.441,10,2,18.5,1,0,,1,1,55,48,nord,0,0,1,0,1,0
684525,340000,65000,405000,2500,36000,8000,44000,2,1,2.2952399,49922.535,9,1,30,0,1,1,0,,,60,centro,1,,,,,
684609,653000,15217.75,668217.75,,42600,0,42600,1,3,.26165816,37655.777,8,0,,0,1,0,,1,57,,centro,,0,1,0,,
684671,124000,17100,141100,,21800,0,21800,3,3,2.0886967,31462.676,7,1,21,1,0,,0,1,55,48,sud,0,0,0,1,,
684740,10150,6094.4063,12744.406,,13740,0,13740,4,4,.29610321,10015.007,1,2,16.5,1,0,,1,1,42,35,sud,0,0,1,0,1,0
684784,122000,8000,130000,2000,27600,0,27600,3,1,4.5531049,35629.32,7,1,25,1,0,,0,0,68,60,centro,0,0,,,,
684973,35150,35405.957,49555.957,,29123,21500,50623,2,4,.6541183,58140.461,10,0,,0,0,,1,1,54,51,nord,0,0,1,0,1,0
685016,202000,0,202000,,14600,0,14600,3,4,.31192851,18000,3,1,31,1,0,,0,1,57,55,sud,0,0,1,0,,
685024,150000,4000,154000,2000,16800,0,16800,1,3,4.1296983,16800,3,0,,0,1,0,,1,32,,sud,,0,0,1,,
685164,112100,15000,116700,,42400,2500,44900,3,1,1.3943697,90954.977,10,1,24,1,0,,1,1,61,57,nord,0,1,1,0,1,0
685296,550000,0,550000,,35200,11000,46200,5,3,1.0054331,51000,9,3,21.333334,1,0,,1,1,49,44,centro,0,0,0,1,0,1
685299,250000,5000,255000,,23500,13500,37000,3,3,.68398786,37618.328,8,1,9,1,0,,0,1,51,50,centro,0,0,0,1,,
685301,205000,0,205000,1000,21600,0,21600,3,1,1.7799249,23000,5,1,12,1,0,,0,1,46,36,sud,0,0,1,0,,
685368,70200,14500,84700,2000,15600,0,15600,4,4,.25214666,21653.146,5,2,25.5,0,0,,0,1,56,52,sud,0,0,1,0,,
685487,300000,17200,317200,,15520,200,15720,1,3,3.4030094,27098.645,6,0,,0,1,0,,1,43,,sud,,0,1,0,,
685630,200,4000,4200,1500,12000,0,12000,3,1,2.2170839,19214.66,4,1,40,1,0,,0,1,64,61,nord,0,0,0,1,,
685647,2000,4500,6500,,26900,2500,29400,2,3,.47753775,25016.494,6,0,,0,0,,1,1,57,55,nord,0,0,1,0,1,0
685812,110000,10000,120000,1000,21600,400,22000,4,3,4.0880041,29636.652,7,2,11,1,0,,1,1,46,46,sud,1,0,0,1,1,0
685902,355000,4074.5608,359074.56,,26300,0,26300,4,3,.45193452,40514.934,8,2,9.5,1,1,1,1,,,43,sud,0,,,,1,0
685903,200100,1907.8466,202007.84,,20160,0,20160,5,3,.26361939,18406.992,4,3,17.666666,3,0,,0,1,48,47,sud,0,0,1,0,,
685905,210000,6157.0273,216157.03,3400,18100,0,18100,2,3,.1708001,31622.566,7,0,,0,0,,1,1,58,54,sud,0,0,1,0,0,1
686006,305000,2200,106300,3600,18000,0,18000,4,4,.49411297,30842.221,7,2,11.5,1,0,,1,1,48,43,sud,0,0,1,0,1,0
686014,201000,0,201000,300,10800,0,10800,4,3,.28588641,24800,5,2,21.5,0,0,,0,1,53,48,sud,0,0,0,1,,
686185,85000,20000,105000,2000,22800,0,22800,2,1,4.4502425,24873.305,5,1,28,0,1,1,1,,,58,centro,0,,,,1,0
686234,184500,14533.471,199033.47,500,7200,9000,16200,1,3,.64157379,20453.27,4,0,,0,1,0,,1,48,,sud,,0,0,1,,
686235,146000,23974.143,169974.14,,13460,4500,17960,1,3,.46274871,21487.871,5,0,,0,1,0,,1,51,,sud,,1,1,0,,
686253,1000,1311.7396,2311.7397,1100,7200,0,7200,1,3,.28401181,13004.808,2,0,,0,1,1,1,,,56,sud,0,,,,0,1
686528,200000,5000,21000,2400,20400,6000,26400,5,3,1.218873,48054.664,9,2,32.5,2,1,1,1,,,54,centro,0,,,,0,1
686543,20000,10213.098,30213.098,,35600,0,35600,2,5,.33452576,33235.762,7,0,,0,0,,0,1,63,65,centro,0,1,1,0,,
686634,120000,2765.1702,102205.17,1400,15000,600,15600,5,3,1.7129024,39385.941,8,3,11.333333,0,0,,1,1,46,35,nord,0,0,1,0,1,0
686661,385000,54685.711,439685.72,,41100,0,41100,4,3,.45058244,63280.375,10,2,34,0,0,,0,0,73,65,nord,0,0,,,,
686717,0,0,0,,9400,0,9400,2,4,.82524139,6000,1,1,18,1,1,1,1,,,55,sud,0,,,,0,0
686763,202200,537.24628,202737.25,2200,12000,0,12000,4,2,1.6350387,19801.969,4,2,17.5,2,0,,1,1,53,54,sud,0,0,0,1,0,1
686866,240000,4805.4746,244805.47,2000,15360,500,15860,4,1,3.0292099,17677.613,3,2,23.5,2,0,,0,1,53,48,sud,0,0,1,0,,
686898,205000,10800,215800,,20100,2500,22600,3,4,.9137252,32539.586,7,2,26,2,1,1,1,,,55,sud,1,,,,1,0
687022,178000,21699.559,199699.56,,23500,13300,36800,2,3,.63959128,34429.535,7,0,,0,0,,1,1,52,51,centro,0,0,1,0,1,0
687070,103000,3000,98000,3000,30000,0,30000,5,4,.54792243,39510.996,8,2,23.5,1,0,,0,1,55,52,nord,0,0,0,1,,
687148,120400,32397.512,152797.52,2000,41900,0,41900,5,5,1.5307159,61414.328,10,3,22,3,0,,1,1,54,52,nord,0,0,0,1,1,0
687168,92000,3916.4209,95916.422,4000,19200,1500,20700,2,1,.57584459,23614.355,5,0,,0,0,,0,1,63,56,sud,0,0,1,0,,
